SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,-0.288,0.091,0.904,0.17,-0.367,-0.143,1.928,0.598,1.82,0.349
0,-1.212,0.365,0.904,-0.076,-0.367,-0.017,1.928,-0.013,1.82,0.075
0,-1.212,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,1.106,-0.154,0.904,-0.116,0.107,0.356,1.928,-0.285,1.82,0.075
0,-0.288,0.365,0.904,-0.076,0.107,-0.017,1.928,-0.178,1.82,0.349
0,-1.212,0.589,0.904,-0.116,-0.367,-0.017,1.928,-0.178,1.82,0.349
0,-1.212,0.365,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.349
0,-1.212,0.265,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,-0.886,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.205
0,1.106,0.208,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,-0.886,1.718,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-1.212,-0.886,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-1.212,0.208,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,0.365,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-0.288,0.265,0.904,-0.076,0.107,-0.143,1.928,-0.285,1.82,0.349
0,-1.37,-0.886,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.589,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,-1.076,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,-0.435,0.904,0.17,0.186,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,0.208,1.718,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.205
0,1.106,0.589,1.718,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,-0.154,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,1.106,-0.435,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.205
0,-1.37,-1.076,1.718,-0.116,0.107,0.143,2.653,-0.285,1.82,0.075
0,-0.288,0.208,1.718,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,1.106,0.365,0.904,0.17,0.186,0.143,1.928,-0.285,1.82,0.075
0,-1.212,0.091,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,-1.212,-1.076,0.904,-0.076,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.208,0.904,0.17,0.186,-0.017,1.928,-0.178,1.82,0.075
0,-1.37,0.208,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.205
0,1.106,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
1,1.106,0.365,1.718,0.17,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-0.288,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,0.208,0.904,-0.116,0.107,-0.143,1.928,-0.178,1.82,0.349
0,-0.288,-0.154,0.904,-0.116,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,0.208,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.205
0,1.106,0.589,0.904,-0.116,0.107,0.356,1.928,-0.285,1.82,0.075
0,-0.288,0.365,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.154,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.435,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.076,0.186,-0.143,1.928,-0.013,1.82,0.075
0,-1.37,-0.435,0.904,0.17,0.107,-0.143,1.928,0.598,1.82,0.075
0,-1.37,0.091,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.349
0,-1.37,-0.435,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.091,0.904,-0.116,0.186,-0.143,3.3,-0.285,1.82,0.075
0,-1.212,-0.435,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,0.265,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.349
0,-0.288,0.091,0.904,-0.076,0.186,-0.017,1.928,-0.178,1.82,0.349
0,1.106,0.091,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.365,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.37,-0.154,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.116,0.186,0.356,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.365,0.904,-0.076,0.107,-0.143,2.653,-0.178,1.82,0.075
1,1.106,0.091,1.718,0.17,0.107,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.208,0.904,0.17,0.186,-0.143,1.928,-0.013,1.82,0.349
0,1.106,0.091,0.904,-0.116,0.107,-0.017,1.928,-0.178,1.82,0.205
0,-0.288,-0.154,1.718,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.589,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.208,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.208,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,-0.435,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.349
0,1.106,0.365,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,0.365,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.075
0,-1.37,0.365,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.205
0,-1.212,0.208,0.904,-0.116,-0.367,-0.017,1.928,-0.285,1.82,0.349
0,-1.212,0.208,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,0.265,1.718,-0.076,0.107,-0.143,1.928,0.598,1.82,0.075
0,-1.37,-0.154,0.904,-0.076,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.435,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,0.589,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-0.154,1.718,0.17,0.107,-0.143,1.928,-0.013,1.82,0.205
0,-0.288,-0.886,0.904,-0.116,-0.367,-0.017,1.928,-0.178,1.82,0.075
0,1.106,0.589,0.904,-0.116,0.186,1.144,2.653,-0.285,1.82,0.205
0,-1.212,-0.154,0.904,-0.076,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,-0.886,0.904,-0.076,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.886,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-0.288,-0.886,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,1.106,0.091,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,-1.37,-1.076,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,0.265,1.718,-0.116,0.107,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.365,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.349
0,-0.288,0.091,0.904,-0.116,0.107,-0.143,1.928,-0.178,1.82,0.349
0,1.106,0.208,0.904,-0.116,-0.367,0.356,1.928,-0.285,1.82,0.075
0,-0.288,-0.435,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-1.212,-0.154,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,0.208,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,-1.076,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,0.365,0.904,-0.116,-0.367,-0.017,1.928,-0.285,1.82,0.205
0,-1.212,-0.886,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.205
0,1.106,0.365,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,0.208,0.904,-0.116,-0.367,-0.017,1.928,-0.178,1.82,0.075
0,-0.288,0.091,0.904,-0.076,0.186,-0.143,1.928,-0.285,1.82,0.075
1,-1.37,0.091,1.718,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.589,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-0.288,0.091,1.718,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-0.288,0.265,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,-1.212,-0.435,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.205
0,-1.212,0.365,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.205
0,-1.37,0.265,0.904,0.17,0.186,-0.143,1.928,-0.013,1.82,0.205
0,-0.288,-0.886,1.718,-0.076,-0.367,-0.143,1.928,0.598,2.697,0.349
0,1.106,-0.886,0.904,-0.076,0.186,-0.143,1.928,-0.178,1.82,0.205
0,1.106,-0.435,1.718,-0.076,-0.367,-0.143,2.653,0.598,1.82,0.075
0,-0.288,0.265,0.904,-0.076,0.186,-0.017,1.928,-0.285,1.82,0.349
0,-1.212,-0.886,0.904,-0.076,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,0.589,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.205
0,-1.212,-0.435,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.075
0,1.106,0.589,1.718,-0.076,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-1.076,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.886,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.365,1.718,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.205
0,-1.212,-0.435,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.091,0.904,-0.076,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,-0.435,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.205
0,-1.37,0.091,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.886,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.205
0,1.106,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.285,1.82,0.075
0,1.106,-1.076,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.205
0,1.106,0.589,0.904,-0.116,0.186,-0.143,1.928,-0.285,2.697,0.075
1,1.106,0.265,1.718,0.17,0.107,-0.143,1.928,-0.013,1.82,0.205
0,-0.288,0.091,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.208,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.435,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-1.076,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-1.212,0.265,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-1.37,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,0.265,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,-1.076,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-0.288,0.365,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-1.076,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,-0.886,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,-0.435,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,-1.076,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,1.106,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.349
0,-1.37,-1.076,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,0.589,0.904,0.17,0.186,-0.017,1.928,-0.178,1.82,0.075
0,-0.288,0.365,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.075
1,1.106,0.589,0.904,-0.116,0.186,0.356,1.928,-0.285,1.82,0.075
0,1.106,0.365,1.718,-0.116,0.186,0.143,1.928,-0.285,2.697,0.075
0,-1.37,0.091,0.904,0.17,0.107,-0.143,1.928,0.598,1.82,0.075
0,-0.288,0.091,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,1.106,-0.886,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.212,0.365,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,-0.288,0.589,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-0.288,0.091,0.904,0.17,0.107,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.886,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.205
0,-0.288,0.091,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.205
0,-1.212,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,-0.154,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.435,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,-0.435,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,0.365,0.904,0.17,0.186,0.356,1.928,-0.285,1.82,0.075
0,1.106,0.365,0.904,-0.076,0.186,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,0.589,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,0.17,0.186,0.143,1.928,-0.285,1.82,0.075
0,-1.37,-1.076,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,0.589,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,0.091,0.904,-0.116,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,0.589,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,1.106,0.091,1.718,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,-1.37,0.365,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.091,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,1.106,0.208,0.904,0.17,0.186,-0.143,1.928,0.598,1.82,0.349
0,1.106,-0.435,0.904,0.17,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,-1.076,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,-0.154,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,0.365,1.718,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-1.212,0.091,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-1.212,-0.435,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-0.886,0.904,-0.116,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,1.106,-0.154,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,0.208,1.718,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.365,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-1.37,0.265,2.617,-0.076,0.107,-0.017,3.3,-0.178,1.82,0.075
0,-0.288,0.208,1.718,-0.076,0.186,-0.017,1.928,-0.178,1.82,0.075
0,-0.288,0.365,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.886,1.718,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,0.091,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.154,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.205
0,1.106,0.589,1.718,0.17,0.186,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,0.208,0.904,-0.116,-0.367,-0.017,1.928,-0.178,1.82,0.349
0,1.106,-0.886,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.205
0,-0.288,0.265,0.904,-0.076,0.186,-0.143,1.928,-0.285,1.82,0.349
0,-1.37,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,-0.435,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.075
1,1.106,-0.435,0.904,0.17,0.186,-0.143,1.928,0.598,1.82,0.075
0,-1.37,-0.154,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.349
0,-0.288,0.589,1.718,-0.116,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-0.288,-0.154,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,-1.076,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,0.091,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.349
0,-1.212,0.589,0.904,0.17,0.186,-0.017,1.928,-0.178,1.82,0.075
0,-1.37,0.091,0.904,-0.116,-0.367,-0.143,1.928,-0.013,1.82,0.205
0,1.106,0.365,0.904,-0.116,0.186,1.144,1.928,-0.285,1.82,0.349
0,-0.288,0.265,1.718,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.075
1,1.106,0.208,1.718,0.17,-0.367,-0.017,2.653,-0.013,2.697,0.075
0,-1.37,-1.076,0.904,0.17,0.186,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,0.208,0.904,-0.116,-0.367,-0.017,1.928,-0.285,1.82,0.349
1,1.106,0.091,1.718,-0.116,0.107,0.143,2.653,-0.285,1.82,0.075
0,-0.288,0.091,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,1.106,0.265,1.718,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.435,0.904,-0.116,-0.367,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,0.208,1.718,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,1.106,0.208,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,-1.212,0.265,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.435,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,-0.154,0.904,-0.076,0.107,-0.143,1.928,-0.285,1.82,0.205
0,-1.212,-0.435,1.718,0.17,0.107,-0.143,1.928,0.598,1.82,0.205
0,-0.288,-0.154,0.904,-0.116,0.107,0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.349
0,-1.212,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-1.076,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,-0.154,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-1.37,0.365,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,-0.886,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,0.091,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.205
1,1.106,0.589,0.904,-0.116,0.107,0.356,2.653,-0.285,1.82,0.075
1,1.106,0.091,0.904,0.17,0.107,-0.143,1.928,-0.013,2.697,0.075
0,-0.288,0.265,0.904,-0.076,-0.367,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,-0.886,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.205
0,-1.212,0.208,1.718,-0.076,0.107,-0.143,1.928,0.598,1.82,0.349
0,-1.37,0.589,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.091,0.904,-0.116,0.107,-0.143,2.653,-0.285,1.82,0.205
0,-0.288,-0.154,0.904,-0.116,-0.367,-0.143,1.928,0.598,1.82,0.349
0,-0.288,0.365,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.37,-0.886,0.904,-0.116,0.107,0.143,1.928,-0.285,1.82,0.075
0,1.106,-0.435,1.718,-0.076,0.186,-0.017,2.653,-0.013,1.82,0.075
0,-1.37,-1.076,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.154,0.904,-0.076,0.107,-0.143,1.928,0.598,1.82,0.205
0,-0.288,-0.154,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.208,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
1,-1.212,0.091,1.718,0.17,0.186,-0.143,1.928,0.598,1.82,0.205
0,-1.37,-0.154,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,-0.886,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,1.106,0.208,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.205
0,1.106,0.091,0.904,0.17,-0.367,-0.143,1.928,0.598,1.82,0.205
0,-0.288,0.091,0.904,0.17,0.107,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,-0.886,0.904,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.349
0,-1.212,-0.435,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.265,1.718,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.349
0,1.106,0.265,1.718,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.349
0,-0.288,-0.886,0.904,-0.076,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,-1.076,0.904,-0.076,0.186,-0.143,1.928,-0.013,1.82,0.075
0,-0.288,-0.886,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-0.288,0.589,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-1.076,0.904,0.17,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,1.106,-0.886,0.904,-0.116,-0.367,0.356,1.928,-0.285,1.82,0.205
0,1.106,0.589,0.904,0.17,0.186,0.143,1.928,-0.285,1.82,0.075
0,-0.288,-0.886,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-1.076,0.904,-0.116,0.107,0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.265,0.904,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.37,-0.886,0.904,-0.116,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.37,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
1,1.106,0.265,1.718,-0.076,0.107,-0.143,2.653,-0.178,2.697,0.075
0,-1.37,-0.154,0.904,0.17,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-1.212,-1.076,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,0.365,0.904,0.17,0.186,-0.017,1.928,-0.178,1.82,0.075
0,1.106,0.589,0.904,-0.116,0.186,0.143,1.928,-0.285,1.82,0.075
0,1.106,0.365,1.718,-0.076,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-1.212,-0.886,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,0.091,0.904,0.17,0.107,-0.143,1.928,-0.178,1.82,0.349
1,1.106,0.589,0.904,-0.076,0.107,-0.143,1.928,-0.285,2.697,0.075
0,-1.37,-1.076,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.205
0,-0.288,-0.886,0.904,-0.116,0.186,-0.143,1.928,-0.285,1.82,0.075
0,1.106,-0.154,1.718,-0.076,-0.367,-0.143,1.928,-0.013,1.82,0.075
0,-1.212,0.208,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,-0.288,0.208,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.205
0,-1.212,-1.076,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-0.154,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-0.288,-0.154,1.718,-0.116,0.186,-0.143,1.928,-0.178,2.697,0.075
0,1.106,-0.886,0.904,-0.116,0.107,1.144,1.928,-0.285,1.82,0.075
0,-0.288,0.208,0.904,-0.116,0.107,-0.143,1.928,-0.285,1.82,0.205
0,-0.288,0.091,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,1.106,0.365,1.718,-0.116,0.186,-0.017,1.928,-0.285,2.697,0.075
0,-1.37,-1.076,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
1,1.106,-0.154,2.357,0.17,0.186,-0.143,1.928,-0.013,1.82,0.349
0,1.106,0.589,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.205
0,-0.288,-0.886,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.212,0.265,0.904,0.17,0.186,0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.076,0.107,-0.143,1.928,-0.178,1.82,0.205
0,-1.37,0.265,0.904,-0.076,0.107,-0.143,1.928,-0.013,1.82,0.349
0,-1.37,-0.886,1.718,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.075
0,-1.37,-0.435,0.904,-0.116,-0.367,-0.143,1.928,-0.013,1.82,0.205
0,1.106,0.091,2.357,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.208,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-1.37,0.265,0.904,0.17,0.186,-0.143,1.928,-0.178,1.82,0.075
0,-1.212,0.091,1.718,-0.076,0.107,-0.143,1.928,-0.285,1.82,0.075
0,-1.212,-0.886,0.904,-0.116,-0.367,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.208,0.904,-0.116,-0.367,-0.017,1.928,-0.178,1.82,0.349
0,-0.288,-0.154,0.904,-0.076,-0.367,-0.143,1.928,0.598,1.82,0.075
0,-1.37,-1.076,0.904,0.17,0.186,-0.143,1.928,-0.285,1.82,0.075
0,-0.288,0.265,0.904,-0.076,0.107,-0.143,3.3,-0.178,1.82,0.349
0,-1.212,-0.886,0.904,-0.116,-0.367,-0.143,1.928,-0.178,1.82,0.349
0,1.106,0.091,0.904,0.17,0.186,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,-1.076,0.904,-0.116,0.107,-0.017,1.928,-0.285,1.82,0.075
0,-1.37,0.589,0.904,-0.116,-0.367,-0.017,1.928,-0.285,1.82,0.075
